cell_num,arc_id,longitude,latitude
693.0,693.0,-78.25,80.75
694.0,694.0,-77.75,80.75
695.0,695.0,-77.25,80.75
696.0,696.0,-76.75,80.75
697.0,697.0,-76.25,80.75
698.0,698.0,-75.75,80.75
699.0,699.0,-75.25,80.75
700.0,700.0,-74.75,80.75
701.0,701.0,-74.25,80.75
702.0,702.0,-73.75,80.75
703.0,703.0,-73.25,80.75
704.0,704.0,-72.75,80.75
705.0,705.0,-72.25,80.75
706.0,706.0,-71.75,80.75
707.0,707.0,-71.25,80.75
708.0,708.0,-70.75,80.75
709.0,709.0,-70.25,80.75
710.0,710.0,-69.75,80.75
711.0,711.0,-69.25,80.75
712.0,712.0,-68.75,80.75
713.0,713.0,-68.25,80.75
714.0,714.0,-67.75,80.75
715.0,715.0,-67.25,80.75
716.0,716.0,-66.75,80.75
717.0,717.0,-66.25,80.75
718.0,718.0,-65.75,80.75
719.0,719.0,-65.25,80.75
720.0,720.0,-64.75,80.75
721.0,721.0,-64.25,80.75
722.0,722.0,-63.75,80.75
723.0,723.0,-63.25,80.75
724.0,724.0,-62.75,80.75
725.0,725.0,-62.25,80.75
726.0,726.0,-61.75,80.75
727.0,727.0,-61.25,80.75
728.0,728.0,-60.75,80.75
729.0,729.0,-60.25,80.75
730.0,730.0,-59.75,80.75
731.0,731.0,-59.25,80.75
732.0,732.0,-58.75,80.75
733.0,733.0,-58.25,80.75
734.0,734.0,-57.75,80.75
735.0,735.0,-57.25,80.75
736.0,736.0,-56.75,80.75
737.0,737.0,-56.25,80.75
738.0,738.0,-55.75,80.75
739.0,739.0,-55.25,80.75
740.0,740.0,-54.75,80.75
741.0,741.0,-54.25,80.75
742.0,742.0,-53.75,80.75
743.0,743.0,-53.25,80.75
744.0,744.0,-52.75,80.75
745.0,745.0,-52.25,80.75
746.0,746.0,-51.75,80.75
747.0,747.0,-51.25,80.75
748.0,748.0,-50.75,80.75
749.0,749.0,-50.25,80.75
750.0,750.0,-49.75,80.75
751.0,751.0,-49.25,80.75
752.0,752.0,-48.75,80.75
753.0,753.0,-48.25,80.75
754.0,754.0,-47.75,80.75
755.0,755.0,-47.25,80.75
756.0,756.0,-46.75,80.75
757.0,757.0,-46.25,80.75
758.0,758.0,-45.75,80.75
759.0,759.0,-45.25,80.75
760.0,760.0,-44.75,80.75
761.0,761.0,-44.25,80.75
762.0,762.0,-43.75,80.75
763.0,763.0,-43.25,80.75
764.0,764.0,-42.75,80.75
765.0,765.0,-42.25,80.75
766.0,766.0,-41.75,80.75
767.0,767.0,-41.25,80.75
768.0,768.0,-40.75,80.75
769.0,769.0,-40.25,80.75
770.0,770.0,-39.75,80.75
771.0,771.0,-39.25,80.75
772.0,772.0,-38.75,80.75
773.0,773.0,-38.25,80.75
774.0,774.0,-37.75,80.75
775.0,775.0,-37.25,80.75
776.0,776.0,-36.75,80.75
777.0,777.0,-36.25,80.75
778.0,778.0,-35.75,80.75
779.0,779.0,-35.25,80.75
780.0,780.0,-34.75,80.75
781.0,781.0,-34.25,80.75
782.0,782.0,-33.75,80.75
783.0,783.0,-33.25,80.75
784.0,784.0,-32.75,80.75
785.0,785.0,-32.25,80.75
786.0,786.0,-31.75,80.75
787.0,787.0,-31.25,80.75
788.0,788.0,-30.75,80.75
789.0,789.0,-30.25,80.75
790.0,790.0,-29.75,80.75
791.0,791.0,-29.25,80.75
792.0,792.0,-28.75,80.75
793.0,793.0,-28.25,80.75
794.0,794.0,-27.75,80.75
795.0,795.0,-27.25,80.75
796.0,796.0,-26.75,80.75
797.0,797.0,-26.25,80.75
798.0,798.0,-25.75,80.75
799.0,799.0,-25.25,80.75
800.0,800.0,-24.75,80.75
801.0,801.0,-24.25,80.75
802.0,802.0,-23.75,80.75
803.0,803.0,-23.25,80.75
804.0,804.0,-22.75,80.75
805.0,805.0,-22.25,80.75
806.0,806.0,-21.75,80.75
807.0,807.0,-21.25,80.75
808.0,808.0,-20.75,80.75
809.0,809.0,-20.25,80.75
810.0,810.0,-19.75,80.75
811.0,811.0,-19.25,80.75
812.0,812.0,-18.75,80.75
813.0,813.0,-18.25,80.75
814.0,814.0,-17.75,80.75
815.0,815.0,-17.25,80.75
816.0,816.0,-16.75,80.75
817.0,817.0,-16.25,80.75
818.0,818.0,-15.75,80.75
